Offset,RegisterName,Type,Size,LSB,FieldName,Reset,Description
0xC4,T3_CONFIG,RW,8,16,PRESC,0x0,ADV_TIMER0 prescaler value configuration bitfield.
0xC8,T3_THRESHOLD,RW,0,16,TH_LO,0x0,ADV_TIMER0 threshold low part configuration bitfield. It defines start counter value.
0xC8,T3_THRESHOLD,RW,16,16,TH_HI,0x0,ADV_TIMER0 threshold high part configuration bitfield. It defines end counter value.
0xCC,T3_TH_CHANNEL0,RW,16,0,TH,0x0,ADV_TIMER0 channel 0 threshold configuration bitfield.
0xCC,T3_TH_CHANNEL0,RW,3,16,MODE,0x0,"ADV_TIMER0 channel 0 threshold match action on channel output signal configuration bitfield:
- 3'h0: set.
- 3'h1: toggle then next threshold match action is clear.
- 3'h2: set then next threshold match action is clear.
- 3'h3: toggle.
- 3'h4: clear.
- 3'h5: toggle then next threshold match action is set.
- 3'h6: clear then next threshold match action is set."
0xD0,T3_TH_CHANNEL1,RW,0,16,TH,0x0,ADV_TIMER0 channel 0 threshold configuration bitfield.
0xD0,T3_TH_CHANNEL1,RW,16,3,MODE,0x0,"ADV_TIMER0 channel 0 threshold match action on channel output signal configuration bitfield:
- 3'h0: set.
- 3'h1: toggle then next threshold match action is clear.
- 3'h2: set then next threshold match action is clear.
- 3'h3: toggle.
- 3'h4: clear.
- 3'h5: toggle then next threshold match action is set.
- 3'h6: clear then next threshold match action is set."
0xD4,T3_TH_CHANNEL2,RW,16,0,TH,0x0,ADV_TIMER0 channel 0 threshold configuration bitfield.
0xD4,T3_TH_CHANNEL2,RW,3,16,MODE,0x0,"ADV_TIMER0 channel 0 threshold match action on channel output signal configuration bitfield:
- 3'h0: set.
- 3'h1: toggle then next threshold match action is clear.
- 3'h2: set then next threshold match action is clear.
- 3'h3: toggle.
- 3'h4: clear.
- 3'h5: toggle then next threshold match action is set.
- 3'h6: clear then next threshold match action is set."
0xD8,T3_TH_CHANNEL3,RW,16,0,TH,0x0,ADV_TIMER0 channel 0 threshold configuration bitfield.
0xD8,T3_TH_CHANNEL3,RW,3,16,MODE,0x0,"ADV_TIMER0 channel 0 threshold match action on channel output signal configuration bitfield:
- 3'h0: set.
- 3'h1: toggle then next threshold match action is clear.
- 3'h2: set then next threshold match action is clear.
- 3'h3: toggle.
- 3'h4: clear.
- 3'h5: toggle then next threshold match action is set.
- 3'h6: clear then next threshold match action is set."
0xEC,T3_COUNTER,WO,0,16,COUNTER,0x0,ADV_TIMER0 counter value.
0x100,EVENT_CFG,RW,4,0,SEL0,0x0,"ADV_TIMER output event 0 source configuration bitfiled:
- 4'h0: ADV_TIMER0 channel 0.
- 4'h1: ADV_TIMER0 channel 1.
- 4'h2: ADV_TIMER0 channel 2.
- 4'h3: ADV_TIMER0 channel 3.
- 4'h4: ADV_TIMER1 channel 0.
- 4'h5: ADV_TIMER1 channel 1.
- 4'h6: ADV_TIMER1 channel 2.
- 4'h7: ADV_TIMER1 channel 3.
- 4'h8: ADV_TIMER2 channel 0.
- 4'h9: ADV_TIMER2 channel 1.
- 4'hA: ADV_TIMER2 channel 2.
- 4'hB: ADV_TIMER2 channel 3.
- 4'hC: ADV_TIMER3 channel 0.
- 4'hD: ADV_TIMER3 channel 1.
- 4'hE: ADV_TIMER3 channel 2.
- 4'hF: ADV_TIMER3 channel 3."
0x100,EVENT_CFG,RW,4,4,SEL1,0x0,"ADV_TIMER output event 1 source configuration bitfiled:
- 4'h0: ADV_TIMER0 channel 0.
- 4'h1: ADV_TIMER0 channel 1.
- 4'h2: ADV_TIMER0 channel 2.
- 4'h3: ADV_TIMER0 channel 3.
- 4'h4: ADV_TIMER1 channel 0.
- 4'h5: ADV_TIMER1 channel 1.
- 4'h6: ADV_TIMER1 channel 2.
- 4'h7: ADV_TIMER1 channel 3.
- 4'h8: ADV_TIMER2 channel 0.
- 4'h9: ADV_TIMER2 channel 1.
- 4'hA: ADV_TIMER2 channel 2.
- 4'hB: ADV_TIMER2 channel 3.
- 4'hC: ADV_TIMER3 channel 0.
- 4'hD: ADV_TIMER3 channel 1.
- 4'hE: ADV_TIMER3 channel 2.
- 4'hF: ADV_TIMER3 channel 3."
0x100,EVENT_CFG,RW,4,8,SEL2,0x0,"ADV_TIMER output event 2 source configuration bitfiled:
- 4'h0: ADV_TIMER0 channel 0.
- 4'h1: ADV_TIMER0 channel 1.
- 4'h2: ADV_TIMER0 channel 2.
- 4'h3: ADV_TIMER0 channel 3.
- 4'h4: ADV_TIMER1 channel 0.
- 4'h5: ADV_TIMER1 channel 1.
- 4'h6: ADV_TIMER1 channel 2.
- 4'h7: ADV_TIMER1 channel 3.
- 4'h8: ADV_TIMER2 channel 0.
- 4'h9: ADV_TIMER2 channel 1.
- 4'hA: ADV_TIMER2 channel 2.
- 4'hB: ADV_TIMER2 channel 3.
- 4'hC: ADV_TIMER3 channel 0.
- 4'hD: ADV_TIMER3 channel 1.
- 4'hE: ADV_TIMER3 channel 2.
- 4'hF: ADV_TIMER3 channel 3."
0x100,EVENT_CFG,RW,4,12,SEL3,0x0,"ADV_TIMER output event 3 source configuration bitfiled:
- 4'h0: ADV_TIMER0 channel 0.
- 4'h1: ADV_TIMER0 channel 1.
- 4'h2: ADV_TIMER0 channel 2.
- 4'h3: ADV_TIMER0 channel 3.
- 4'h4: ADV_TIMER1 channel 0.
- 4'h5: ADV_TIMER1 channel 1.
- 4'h6: ADV_TIMER1 channel 2.
- 4'h7: ADV_TIMER1 channel 3.
- 4'h8: ADV_TIMER2 channel 0.
- 4'h9: ADV_TIMER2 channel 1.
- 4'hA: ADV_TIMER2 channel 2.
- 4'hB: ADV_TIMER2 channel 3.
- 4'hC: ADV_TIMER3 channel 0.
- 4'hD: ADV_TIMER3 channel 1.
- 4'hE: ADV_TIMER3 channel 2.
- 4'hF: ADV_TIMER3 channel 3."
0x100,EVENT_CFG,RW,4,16,ENA,0x0,ADV_TIMER output event enable configuration bitfield. ENA[i]=1 enables output event i generation.
0x104,CG,RW,4,0,ENA,0x0,"ADV_TIMER clock gating configuration bitfield. 
- ENA[i]=0: clock gate ADV_TIMERi.
- ENA[i]=1: enable ADV_TIMERi. "
